,0,1
570,"Pinnae ovate to oblong, obtuse at apex; ",morphology
571,midrib not pronounced B. matricariifolium ,key
572,"6. Sterile frond petiolate, 2- or 3-pinnate, ",key
573,fleshy; pinnae obtuse at apex B. multifidum ,key
574,"Sterile frond sessile, 3- or 4-pinnate, not ",morphology
575,fleshy; pinnae acute at apex B. virginianum ,key
576,Botrychium boreale Milde var. obtusilobum (Rupr.) Brown ,taxon_identification
577,"Plants to 30 cm high. Leaf inserted near middle of stem, 10-20 cm long, ",morphology
578,"subsessile, triangular-ovate, bipinnate; pinnae ovate, acute, pinnatifid. Rare; ",morphology
579,in grassland and open slopes near tree line; southern Rocky Mountains. ,habitat
580,Botrychium lanceolatum (Gmel.) Angst. ,taxon_identification
581,"Plants to 30 cm high. Leaf inserted at base of fertile frond, to 25 cm long, ",key
582,"subsessile, triangular-ovate, bipinnate; pinnae lanceolate to linear-lanceolate, ",morphology
583,"serrate or pinnatifid, with midrib pronounced. Rare; in moist grassland; southern Rocky Mountains, Cypress Hills. ",habitat
584,Botrychium lunaria (L.) Swartz. moon fern ,taxon_identification
585,"Plants to 30 cm high. Leaf inserted near middle of stem, 5-20 cm long, ",morphology
586,"sessile, oblong, pinnate, with 3-9 pairs of fan-shaped pinnae without midrib. ",morphology
587,Rare; in grassland and open areas; throughout the Prairie Provinces. ,habitat
588,Botrychium matricariifolium Braun. chamomile-leaved grape fern ,taxon_identification
589,"Plants to 30 cm high. Leaf inserted above middle of stem, 5-20 cm long, ",morphology
590,"subsessile, oblong to ovate, bipinnate; pinnae oblong to ovate, with midrib. ",morphology
591,"Rare; in moist grassland, muskeg, wooded shores; throughout the Prairie ",habitat
592,Provinces. ,morphology
593,Botrychium multifidum (Gmel.) Rupr. thick-leaved grape fern ,taxon_identification
594,"Plants to 30 cm high. Leaf inserted near base of stipe, 5-20 cm long, triangular, wider than long, bi- or tri-pinnate; pinnae lanceolate, with midrib pronounced. Rare; in moist meadows, margins of woods; Boreal forest. ",morphology
595,Botrychium simplex E. Hitchc. GRAPE FERN ,taxon_identification
596,"Plants 10-15 cm high. Leaf inserted near middle of stem, 5-8 cm long; ",morphology
597,"stipe 2-A cm long; pinnae subovate, cuneate at base. Rare; in meadows, margins of woods; Parklands and Boreal forest. ",morphology
598,Botrychium virginianum (L.) Swartz. (Fig. 10) Virginia grape fern ,taxon_identification
599,"Plants to 80 cm high. Leaf inserted near middle of stem, 20-50 cm long, ",morphology
600,"triangular, wider than long, sessile, 3- or 4-pinnate; pinnae and segments ",morphology
601,"oblong to ovate, dentate, with midrib pronounced. Rare; in moist woods; ",morphology
602,"Boreal forest, Cypress Hills, Riding Mountain. ",habitat
603,(Fig. 10 overleaf) ,taxon_identification
604,*» \t HEHBAHIUH OF THK RE3KAJ ,morphology
605,"JWIFT G8RSEHT , 3A.JK . ",morphology
606,;TK„>: 3otrf<shiaa '• ,taxon_identification
608,r]p^Tl.HOVW I ,morphology
610,w ,habitat
612,"Fig. 10. Virginia grape fern, Botrychium virginianum (L.) Swartz. ",taxon_identification
614,OSMUNDACEAE — royal fern family ,taxon_identification
615,Osmunda royal fern ,taxon_identification
616,Osmunda claytoniana L. interrupted fern ,taxon_identification
617,Plants with stout rhizomes. Fronds 50-100 cm high; stipes shorter than ,morphology
618,"blade, 2-5 mm thick, tomentose when young; blades pinnate-pinnatifid; pinnae in 15-20 pairs, alternate or subopposite. Fertile pinnae 1-5 pairs, 3-6 cm ",morphology
619,"long, 2 cm wide, in middle of blade, bipinnate, with segments oblong, soon ",morphology
620,"withering; sterile pinnae oblong-lanceolate, to 12 cm long, 3 cm wide, acute, ",morphology
621,"deeply pinnatifid, with segments in 10-15 pairs. Sporangia about 0.5 mm wide, ",morphology
622,dark brown. Southeastern boreal forest. ,morphology
624,POLYPODIACEAE — fern family ,taxon_identification
625,"Ferns with fronds spirally coiled in the bud, and usually bearing green ",morphology
626,leaf-like fronds. Spores usually borne in little clusters (sori) and usually under ,key
627,a membranous cover (indusium). ,morphology
628,1. Sori enclosed in modified globular segments of fertile fronds; fronds becoming blackish in age 2 ,key
629,Sori exposed or covered by the reflexed ,morphology
630,margin of the fertile fronds 3 ,key
631,2. Fronds scattered along rhizome; sterile ,key
632,fronds once pinnatifid; fertile fronds ,key
633,bipinnate Onoclea ,taxon_identification
634,Fronds tufted on a caudex; sterile fronds ,key
635,surrounding fertile ones Matteuccia ,morphology
636,"3. Sori marginal or appearing marginal, covered by margin or marginal lobes 4 ",key
637,Sori not marginal 8 ,key
638,4. Sterile and fertile fronds dissimilar; fertile ,key
639,ones longer than sterile ones Cryptogramma ,morphology
640,Sterile and fertile fronds not dissimilar 5 ,key
641,"5. Sori appearing marginal, but borne on ",key
642,veins of reflexed marginal lobes Adiantum ,key
643,"Sori marginal or submarginal, but not ",morphology
644,borne on reflexed lobes 6 ,key
645,"6. Rhizome without scales, hairy only; ",key
646,fronds and stipes (stalks) to 60 cm high Pteridium ,key
647,Rhizomes scaly; fronds and stipes to 25 ,key
648,cm high 7 ,key
649,"7. Stipes wiry, purplish brown; scales of rhizome rusty brown; blades with 6-12 ",key
650,pairs of pinnae Pellaea ,key
652,Stipes soft and hairy or glabrate; scales of ,key
653,rhizome orange; blades 3-pinnate Cheilanthes ,key
654,"8. Indusium absent; blades pinnatisect, with ",key
655,"segments linear-oblong, denticulate Polypodium ",key
656,Indusium present or absent; blades bipinnatifid to tripinnate 9 ,key
657,9. Indusium attached by its base under sporangia; veins of fronds not reaching ,key
658,margins Woodsia ,key
659,Indusium laterally attached or absent; ,key
660,veins reaching margins 10 ,key
661,10. Indusium linearly attached 1 1 ,key
662,Indusium attached at a point or absent 12 ,key
663,"11. Indusia not crossing veins; scales of rhizomes with short, broad cells; plants ",key
664,"small, up to 20 cm high Asplenium ",key
665,Indusia usually crossing veins; scales of ,key
666,"rhizomes with long, narrow cells; ",morphology
667,"plants large, up to 100 cm high Athyhum ",morphology
668,"12. Indusium ovate or oblong; fronds delicate, light green Cystopteris ",key
669,"Indusium orbicular, reniform, or absent 13 ",key
670,13. Indusium attached at its center; fronds ,key
671,"leathery, with pinnae spinulosetoothed Polystichum ",key
672,Indusium attached laterally by a deep ,morphology
673,notch or absent; fronds not leathery Dryoptehs ,key
674,Adiantum maidenhair ,taxon_identification
675,Adiantum pedatum L. maidenhair fern ,taxon_identification
676,"Plants with rhizomes 2-5 mm thick. Stipes reddish brown, forked above ",morphology
677,"into two branches, each bearing 3-5 pinnae on upper side. Pinnae 15-25 cm ",key
678,"long, 3-4 cm wide; pinnules 15-20 pairs, thin, glaucous, oblong, with outer ",morphology
679,"margins incised. Sori oblong-lunate, covered by the reflexed margin of pinnule ",morphology
680,lobe. Rare; southern Rocky Mountains. ,habitat
681,Asplenium spleenwort ,taxon_identification
682,Asplenium viride Huds. green spleenwort ,taxon_identification
683,"Plants with a short, thin rhizome 1 mm thick. Stipes short, brownish at ",morphology
684,"base. Fronds delicate, 5-15 cm long; pinnae 9-16 pairs, opposite to subopposite at base, alternate above, 3-8 mm long, 2-A mm wide, with apex obtuse, ",morphology
685,"base cuneate, and margins toothed. Sori elongate; indusia hyaline, attached at ",morphology
686,one side. Rare; on limestone cliffs; southern Rocky Mountains. ,habitat
687,Athyrium spleenwort ,taxon_identification
688,Indusium absent; blades tripinnate-pinnatifid A. alpestre ,key
689,Indusium present; blades mostly subbipinnate A. filix-femina ,key
690,Athyrium alpestre (Hoppe) Rylands alpine spleenwort ,taxon_identification
691,"Plants with a stout short-creeping rhizome, covered with old stipe bases. ",morphology
692,"Fronds 30-50 cm long, tufted, with stipe erect, shorter than blade; blade lanceolate, bi- or tri-pinnate; pinnae 20-25 pairs, ascending, oblong-lanceolate; ",morphology
693,"pinnules in 15 or more pairs, deeply toothed or lobed. Sori round; indusium ",key
694,lacking. Rare; in alpine meadows; southern Rocky Mountains. ,habitat
695,Athyrium filix-femina (L.) Roth LADY fern ,taxon_identification
696,"Plants with thick creeping to suberect rhizomes, covered with scales. ",morphology
697,"Fronds 40-100 cm long, tufted, with stipe stout, scaly at base, shorter than, to ",morphology
698,"as long as, blade; blade lanceolate to ovate-lanceolate in outline, sparingly ",morphology
699,"scaly, glabrous or somewhat glandular, bipinnate or tripinnate; pinnae 20-30 ",morphology
700,"pairs, ascending, linear-lanceolate; pinnules 1-2 cm long, serrate to deeply ",morphology
701,pinnate-lobed. Sori elongate; indusia ciliate. Two varieties distinguished: var. ,key
702,"filix-femina, with stipe about as long as blade; basal scales to 6 mm long, ",key
703,"blackish; indusium hooked at apex, short ciliate; southeastern Boreal forest; ",morphology
704,"and var. cyclosorum (Ledeb.) Moore, with stipe about one-third as long as ",key
705,"blade; basal scales 10-12 mm long, pale brown; indusium often horseshoeshaped, long ciliate; Rocky Mountains. ",key
706,Cheilanthes lip fern ,taxon_identification
707,Cheilanthes feei Moore lip fern ,taxon_identification
708,Plants from short branching rhizomes with abundant scales. Fronds 4—15 ,key
709,"cm long; stipe as long as, or shorter than, blade, purplish, long pilose above; ",morphology
710,"blade linear-oblong, 1-3 cm wide, tripinnate; pinnae 7-15 pairs, subopposite, ",morphology
711,"distant below, ascending, ovate to oblong; pinnules 3-6 pairs, diminishing in ",morphology
712,"size toward tip, opposite to subopposite; segments 2 or 3 pairs, ovate to suborbicular, sessile, lobate or incised, sparsely pubescent above, densely brownish ",morphology
713,"pubescent below. Sori marginal, covered by the unmodified margin. Rare; on ",morphology
714,limestone rocks and cliffs; southern Rocky Mountains. ,habitat
715,Cryptogramma rock brake ,habitat
716,Rhizome short; fronds densely tufted C. crispa ,key
717,"Rhizome slender, long-creeping; fronds solitary or few together, distant C. stelleri ",morphology
718,Cryptogramma crispa (L.) R. Br. parsley fern ,taxon_identification
719,Plants with short rhizomes and numerous fibrous roots and scales. Fronds ,morphology
720,"densely tufted, glabrous. Sterile fronds erect to spreading; stipe straw-colored, ",morphology
721,"to 7 cm long; blade 5-7 cm long, ovate; pinnae 4-6 pairs, alternate or the lowest ones subopposite; pinnules 2-4 pairs; segments elliptic, with bases cuneate ",morphology
722,"and margins dentate. Fertile frond erect, to 20 cm high; stipe 1.5-2.0 times as ",morphology
723,"long as blade; pinnation similar to that of sterile fronds, but segments linear, ",morphology
724,with margins revolute. Sori on vein tips. On outcrops of Precambrian rocks in ,key
725,Boreal forest; Rocky Mountains. In Canada these plants are usually distinguishable from the Eurasian var. crispa as var. acrostichoides (R. Br.) Clarke ,habitat
726,(Fig. 1 1) with thicker fronds and paler scales. ,key
727,Cryptogramma stelleri (Gmel.) Prantl rock brake ,taxon_identification
728,"Plants with scaly, pilose, creeping rhizomes. Glabrous fronds scattered ",morphology
729,"along the rhizome. Sterile fronds erect; stipe brownish at base, 6-9 cm long; ",morphology
730,"blade ovate, 3-6 cm long; pinnae thin, 5-6 pairs, alternate or sometimes opposite, with 1-3 segments. Fertile fronds to 20 cm high; stipes 12-15 cm; blades ",morphology
731,"bipinnate or sometimes tripinnate; segments linear-lanceolate, entire, margins ",morphology
732,"revolute. Sori on vein tips. Rare; on shaded, usually limestone rock; southern ",key
733,Rocky Mountains. ,habitat
734,Cystopteris bladder fern ,taxon_identification
735,Stipes much shorter than blade; blades much ,key
736,narrower at base than long C.fragilis ,morphology
737,Stipes often more than twice as long as blade; ,key
738,blades as wide at base as long C montana ,key
739,Cystopteris fragilis (L.) Bernh. (Fig. 12) fragile fern ,taxon_identification
740,Plants with creeping unbranched rhizomes. Fronds solitary or in small ,morphology
741,"tufts, 10-30 cm long; stipes 3-12 cm long; blade 7-18 cm long, light green, ",morphology
742,"ovate or ovate-lanceolate, bipinnate to tripinnate, glabrous, or with a few hairs ",morphology
743,"at base of pinnae; pinnae in 9-15 pairs, ascending, subopposite to alternate; ",morphology
744,"segments ovate, margins dentate. Sori on veins; indusium hood-like. Fairly ",morphology
745,"common; in deep, shaded, wooded ravines, on moist slopes, and rock ledges; ",habitat
746,throughout the Prairie Provinces. ,morphology
747,Cystopteris montana (Lam.) Bernh. mountain bladder fern ,taxon_identification
748,"Plants with slender, black, creeping and branching rhizomes; scales conspicuous, pale brown. Fronds scattered, few, 20-35 cm high; stipes 12-20 cm; ",morphology
749,"blades 8-15 cm long, tripinnate; pinnae in 7-13 pairs, the lower ones large, ",morphology
750,"opposite or subopposite, bi- or tri-pinnatifid, the higher ones alternate, pinnules 12-15 mm long; segments dentate. Sori on veins; indusium inconspicuous. Rare; on wet calcareous rock or slopes; southern Rocky Mountains. ",key
751,Dryopteris shield fern ,taxon_identification
752,1. Blades short-pubescent above; segments ,key
753,"ciliate; stipe bundles 2, united at base ",key
754,of blade 2 ,key
755,Blades glabrous above; segments not ciliate; stipe bundles free above base of ,morphology
756,blade 3 ,key
757,2. Blades triangular in outline; stipes scaly ,key
758,and pilose D. phegopteris ,key
759,Blades lanceolate in outline; stipes ,key
760,glabrous D. thelypteris ,key
761,"3. Rhizomes thin, blackish; stipe bundles 2; ",key
762,"indusium absent D. disjuncta Fig. 11. Parsley fern, Cryptogramma crispa (L.) R. Br. var. acrostichoides ",taxon_identification
763,(R. Br.) Clarke. ,taxon_identification
765,i i ,morphology
766,I ,morphology
768,"Fig. 12. Fragile fern, Cystopteris fragilis (L.) Bernh. ",taxon_identification
770,Rhizomes thick; stipe bundles more than ,morphology
771,2 4 ,key
772,4. Blades bipinnate-pinnatifid to tripinnate; ,key
773,segments spinulose toothed D. austriaca ,key
774,Blades pinnate-pinnatifid to subbipinnate; segments not clearly spinulose ,key
775,toothed 5 ,key
776,5. Blades glandular on rachis and veins D.fragrans ,key
777,Blades not glandular 6 ,key
778,"6. Rhizomes short, erect; indusia large, kidney-shaped; basal segments lobed D.filix-mas ",morphology
779,"Rhizomes thick, short-creeping; indusia ",morphology
780,small; basal segments deeply cleft D. cristata ,key
782,Dryopteris austriaca (Jacq.) Woynar spinulose shield fern ,taxon_identification
783,"Plants with thick rhizomes. Fronds tufted, to 1 m high; stipes shorter than ",key
784,"blades; blades 40-60 cm long, 20-30 cm wide at base, bipinnate-pinnatifid or ",key
785,tripinnate-pinnatifid; pinnae in 10-15 pairs; pinnules in 12-20 pairs; segments ,key
786,"oblong, spinulose-toothed. Sori on veins; indusium kidney-shaped. A rather ",morphology
787,"variable species, of which many varieties have been described, or treated as ",key
788,distinct species. In Canada the plant is usually named var. spinulosa (Muell.) ,key
789,Fiori (D. spinulosa (Muell.) Watt.). In moist woods and on slopes; throughout ,habitat
790,"Boreal forest, Rocky Mountains. Rare in Parklands. ",habitat
791,Dryopteris cristata (L.) Gray crested shield fern ,taxon_identification
792,Plants with short-creeping thick rhizomes. Fronds 35-80 cm high; stipes ,key
793,"shorter than blades, 15-30 cm; sterile fronds spreading, shorter and wider than ",morphology
794,"erect fertile fronds; blades lanceolate, pinnate-pinnatifid; pinnae in 10-20 ",key
795,"pairs, to 8 cm long, with the lower ones spaced; segments ovate oblong, serrate ",morphology
796,"or biserrate, with teeth acute. Sori on the veins; indusia smaller than sori. In ",morphology
797,"damp woods and marshes; Boreal forests, Rocky Mountains. ",habitat
798,Dryopteris disjuncta (Rupr.) Morton oakfern ,taxon_identification
799,"Plants with dark brown to blackish, scaly, slender rhizomes. Fronds to 50 ",morphology
800,"cm high; stipes slender, longer than blades, shiny; blades deltoid, bipinnatepinnatifid to tripinnate-pinnatifid, delicate; pinnae in 4—7 pairs, with basal ",key
801,"ones up to half as long as blades; pinnules oblong, obtuse. Sori on the veins; ",morphology
802,"indusium lacking. Rather rare; moist woods, talus slopes, damp; Precambrian ",habitat
803,"rock outcrop, Boreal forests. ",habitat
804,Dryopteris filix-mas (L.) Schott male fern ,taxon_identification
805,"Plants with thick, erect rhizomes. Fronds 40-100 cm high, tufted; stipes ",morphology
806,"shorter than blades, with brown, denticulate scales; blades 30-90 cm long, lanceolate, pinnate-pinnatifid to subbipinnate; pinnae in 20-25 pairs, to 15 cm ",morphology
